timestamp,x,y
1779961570.732002,734,529
1779961570.747318,705,533
1779961570.763722,711,539
1779961570.78042,696,537
1779961570.797964,688,557
1779961570.813319,674,568
1779961570.831436,643,561
1779961570.849408,611,560
1779961570.864533,583,537
1779961570.881175,591,588
1779961570.897217,586,603
1779961570.915508,598,567
1779961570.929861,594,557
1779961570.948914,626,567
1779961570.963337,616,535
1779961570.981093,650,543
1779961570.996665,672,531
1779961571.012777,669,542
1779961571.029157,681,539
1779961571.043839,694,525
1779961571.059496,722,521
1779961571.07696,598,491
1779961571.09423,596,488
1779961571.110507,590,525
1779961571.129534,597,542
1779961571.143953,624,553
1779961571.16437,613,570
1779961571.180232,629,562
1779961571.19609,597,575
1779961571.214372,575,573
1779961571.228527,543,619
1779961571.246713,543,605
1779961571.262357,510,557
1779961571.277949,453,578
1779961571.293543,460,624
1779961571.310117,437,655
1779961571.327287,477,685
1779961571.341811,516,710
1779961571.359621,496,684
1779961571.38039,498,663
1779961571.395226,471,630
1779961571.411426,460,633
1779961571.428751,469,651
1779961571.446079,450,629
1779961571.460509,474,611
1779961571.479668,464,628
1779961571.494049,468,636
1779961571.509698,466,644
1779961571.526607,479,648
1779961571.5438,483,653
1779961571.558723,495,665
1779961571.576398,494,667
1779961571.593429,506,657
1779961571.608702,482,648
1779961571.625398,506,653
1779961571.641771,484,647
1779961571.658763,493,615
1779961571.673009,514,597
1779961571.692451,486,584
1779961571.707691,510,590
1779961571.723117,512,581
1779961571.738814,507,574
1779961571.756591,505,535
1779961571.773319,546,513
1779961571.790667,535,522
1779961571.80673,509,533
1779961571.823268,519,539
1779961571.840589,518,541
1779961571.85798,491,527
1779961571.873013,515,536
1779961571.891354,497,518
1779961571.907693,446,522
1779961571.923737,435,519
1779961571.94109,477,530
1779961571.956387,461,530
1779961571.973451,455,531
1779961571.988939,450,530
1779961572.006614,449,543
1779961572.024618,472,543
1779961572.038496,470,538
1779961572.05629,468,521
1779961572.073728,469,532
1779961572.090149,471,519
1779961572.107858,446,505
1779961572.124476,440,510
1779961572.139688,441,509
1779961572.156576,460,509
1779961572.1725,436,500
1779961572.189862,451,506
1779961572.203697,441,505
1779961572.222879,462,512
1779961572.242352,443,505
1779961572.257712,444,517
1779961572.274014,450,505
1779961572.289207,444,507
1779961572.306634,464,507
1779961572.323503,438,499
1779961572.338665,448,509
1779961572.355292,425,515
1779961572.370426,432,503
1779961572.38651,416,511
1779961572.403025,404,508
1779961572.420625,412,512
1779961572.43669,405,513
1779961572.454727,422,484
1779961572.469392,375,476
1779961572.487631,405,461
1779961572.505289,401,457
1779961572.523414,390,462
1779961572.537863,385,458
1779961572.556938,401,458
1779961572.572161,392,444
1779961572.588238,424,419
1779961572.604204,452,395
1779961572.621086,467,383
1779961572.636448,463,364
1779961572.653744,508,351
1779961572.66734,485,338
1779961572.685574,496,307
1779961572.699158,504,282
1779961572.716719,482,254
1779961572.73757,499,235
1779961572.75413,473,199
1779961572.770966,496,166
1779961572.785614,464,139
1779961572.803135,481,135
1779961572.820061,474,136
1779961572.836231,482,135
1779961572.850324,497,140
1779961572.868392,464,146
1779961572.884556,466,123
1779961572.899328,462,112
1779961572.915538,462,48
1779961572.931102,478,25
1779961572.948732,478,37
1779961572.964423,441,32
1779961572.981257,478,28
1779961572.997664,498,33
1779961573.015511,475,33
1779961573.030426,507,27
1779961573.04871,492,37
1779961573.063967,494,44
1779961573.080988,488,40
1779961573.095776,489,50
1779961573.115413,470,37
1779961573.128961,484,34
1779961573.147828,484,13
1779961573.163262,474,33
1779961573.180613,447,32
1779961573.197036,468,17
1779961573.214683,455,25
1779961573.230579,487,27
1779961573.24844,467,25
1779961573.263444,450,32
1779961573.280514,417,27
1779961573.295406,426,53
1779961573.314068,465,60
1779961573.329685,441,48
1779961573.348913,460,51
1779961573.363712,431,55
1779961573.380583,465,68
1779961573.396158,460,77
1779961573.415216,464,77
1779961573.42882,481,102
1779961573.445993,487,123
1779961573.470252,486,143
1779961573.486675,470,135
1779961573.501656,509,139
1779961573.516754,506,127
1779961573.533464,536,122
1779961573.550214,535,137
1779961573.565411,545,128
1779961573.583015,538,130
1779961573.599804,560,139
