timestamp,x,y
1778752229.769812,-2,-190
1778752229.791678,3,-189
1778752229.807809,-22,-174
1778752229.822335,-13,-152
1778752229.840429,-2,-130
1778752229.854831,-24,-111
1778752229.87307,-55,-101
1778752229.88769,-104,-90
1778752229.905525,-114,-110
1778752229.92023,-107,-112
1778752229.938734,-123,-91
1778752229.953292,-136,-94
1778752229.971245,-154,-109
1778752229.985604,-127,-97
1778752230.004305,-152,-115
1778752230.018835,-128,-97
1778752230.03568,-132,-99
1778752230.051008,-135,-95
1778752230.071351,-119,-92
1778752230.085947,-150,-103
1778752230.103829,-166,-103
1778752230.120087,-173,-91
1778752230.138828,-192,-83
1778752230.153643,-203,-87
1778752230.170692,-240,-81
1778752230.185283,-254,-65
1778752230.203687,-241,-45
1778752230.220819,-261,-54
1778752230.236397,-261,-47
1778752230.253467,-287,-55
1778752230.269883,-294,-43
1778752230.285256,-347,-47
1778752230.304166,-362,-32
1778752230.319538,-364,-18
1778752230.33616,-409,-24
1778752230.351625,-415,-10
1778752230.369166,-446,-15
1778752230.389839,-456,0
1778752230.405988,-474,7
1778752230.420361,-482,4
1778752230.439677,-523,12
1778752230.457555,-542,13
1778752230.472872,-496,22
1778752230.487745,-517,1
1778752230.505188,-514,15
1778752230.519723,-504,31
1778752230.537274,-523,36
1778752230.55237,-521,51
1778752230.56956,-537,66
1778752230.583807,-539,59
1778752230.602801,-550,53
1778752230.617683,-563,48
1778752230.634794,-586,41
1778752230.649941,-605,46
1778752230.668278,-592,51
1778752230.68269,-569,65
1778752230.699688,-576,37
1778752230.715135,-573,38
1778752230.734967,-563,38
1778752230.749787,-558,46
1778752230.767297,-523,45
1778752230.784348,-520,42
1778752230.801095,-467,41
1778752230.816554,-440,33
1778752230.832723,-417,29
1778752230.847984,-373,34
1778752230.866359,-362,23
1778752230.881572,-330,34
1778752230.898108,-324,27
1778752230.915458,-288,33
1778752230.935881,-260,27
1778752230.950405,-254,13
1778752230.968803,-202,7
